origen,producto_insumo_codigo,producto_insumo,producto_destino_codigo,producto_destino,valor_millones_quetzales
importado,P117,Servicios auxiliares de la intermediación financiera,P124,Servicios de publicidad y estudios de mercado,0
importado,P117,Servicios auxiliares de la intermediación financiera,P125,Servicios de arrendamiento o alquiler sin operador,0
importado,P117,Servicios auxiliares de la intermediación financiera,P126,Servicios  de agencias de empleo y de dotación de recursos humanos,0
importado,P117,Servicios auxiliares de la intermediación financiera,P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",0
importado,P117,Servicios auxiliares de la intermediación financiera,P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",0
importado,P117,Servicios auxiliares de la intermediación financiera,P129,Servicios de limpieza,0
importado,P117,Servicios auxiliares de la intermediación financiera,P130,Servicios telefónicos de centros de llamadas,0
importado,P117,Servicios auxiliares de la intermediación financiera,P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",0
importado,P117,Servicios auxiliares de la intermediación financiera,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",0
importado,P117,Servicios auxiliares de la intermediación financiera,P133,Servicios de reparación de otros bienes,0
importado,P117,Servicios auxiliares de la intermediación financiera,P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",0
importado,P117,Servicios auxiliares de la intermediación financiera,P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",0
importado,P117,Servicios auxiliares de la intermediación financiera,P136,Servicios de manufactura,0
importado,P117,Servicios auxiliares de la intermediación financiera,P137,Servicios públicos del gobierno general,0
importado,P117,Servicios auxiliares de la intermediación financiera,P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",0
importado,P117,Servicios auxiliares de la intermediación financiera,P139,Otros servicios administrativos,0
importado,P117,Servicios auxiliares de la intermediación financiera,P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,0
importado,P117,Servicios auxiliares de la intermediación financiera,P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,0
importado,P117,Servicios auxiliares de la intermediación financiera,P142,Servicios de enseñanza,0
importado,P117,Servicios auxiliares de la intermediación financiera,P143,Servicios de hospitalización,0
importado,P117,Servicios auxiliares de la intermediación financiera,P144,Servicios médicos y dentales,0
importado,P117,Servicios auxiliares de la intermediación financiera,P145,Otros servicios de atención de la salud humana,0
importado,P117,Servicios auxiliares de la intermediación financiera,P146,"Servicios audiovisuales, recreativos, culturales y deportivos",0
importado,P117,Servicios auxiliares de la intermediación financiera,P147,Servicios de asociaciones que sirven a las empresas,0
importado,P117,Servicios auxiliares de la intermediación financiera,P148,Servicios de asociaciones que sirven a los hogares,0
importado,P117,Servicios auxiliares de la intermediación financiera,P149,Otros servicios,0
importado,P117,Servicios auxiliares de la intermediación financiera,P150,Servicios domésticos,0
importado,P117,Servicios auxiliares de la intermediación financiera,P151,Compras directas en el exterior por residentes,0
importado,P117,Servicios auxiliares de la intermediación financiera,P152,Compras directas en el territorio nacional por no residentes,0
importado,P118,Servicios de alquiler de vivienda,P001,Maíz,0
importado,P118,Servicios de alquiler de vivienda,P002,Frijoles,0
importado,P118,Servicios de alquiler de vivienda,P003,Leguminosas (legumbres secas) y semillas oleaginosas,0
importado,P118,Servicios de alquiler de vivienda,P004,Arroz,0
importado,P118,Servicios de alquiler de vivienda,P005,Otros cereales,0
importado,P118,Servicios de alquiler de vivienda,P006,Hortalizas,0
importado,P118,Servicios de alquiler de vivienda,P007,Sandías y melones,0
importado,P118,Servicios de alquiler de vivienda,P008,Ejotes y arvejas,0
importado,P118,Servicios de alquiler de vivienda,P009,Raíces y tubérculos,0
importado,P118,Servicios de alquiler de vivienda,P010,Caña de azúcar y otras plantas azucareras,0
importado,P118,Servicios de alquiler de vivienda,P011,Tabaco y otras plantas no perennes,0
importado,P118,Servicios de alquiler de vivienda,P012,"Bananos, plátanos y otros",0
importado,P118,Servicios de alquiler de vivienda,P013,Frutas tropicales y subtropicales,0
importado,P118,Servicios de alquiler de vivienda,P014,"Berries, otras frutas y semillas de frutas",0
importado,P118,Servicios de alquiler de vivienda,P015,Palma africana,0
importado,P118,Servicios de alquiler de vivienda,P016,Café en grano,0
importado,P118,Servicios de alquiler de vivienda,P017,Cardamomo,0
importado,P118,Servicios de alquiler de vivienda,P018,Caucho natural,0
importado,P118,Servicios de alquiler de vivienda,P019,Propagación de plantas,0
importado,P118,Servicios de alquiler de vivienda,P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas",0
importado,P118,Servicios de alquiler de vivienda,P021,Ganado bovino,0
importado,P118,Servicios de alquiler de vivienda,P022,Ganado porcino y otro tipo de animales vivos n.c.p.,0
importado,P118,Servicios de alquiler de vivienda,P023,Aves de corral,0
importado,P118,Servicios de alquiler de vivienda,P024,Leche cruda,0
importado,P118,Servicios de alquiler de vivienda,P025,Huevos,0
importado,P118,Servicios de alquiler de vivienda,P026,Otros productos de animales vivos,0
importado,P118,Servicios de alquiler de vivienda,P027,Troncos de madera y leña,0
importado,P118,Servicios de alquiler de vivienda,P028,Productos forestales no madereros,0
importado,P118,Servicios de alquiler de vivienda,P029,"Peces vivos, frescos o refrigerados",0
importado,P118,Servicios de alquiler de vivienda,P030,Crustáceos sin congelar y otros productos de la pesca,0
importado,P118,Servicios de alquiler de vivienda,P031,Petróleo crudo y gas natural,0
importado,P118,Servicios de alquiler de vivienda,P032,Minerales metálicos,0
importado,P118,Servicios de alquiler de vivienda,P033,Minerales no metálicos,0
importado,P118,Servicios de alquiler de vivienda,P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,0
importado,P118,Servicios de alquiler de vivienda,P035,Carne y despojos comestibles de ganado porcino,0
importado,P118,Servicios de alquiler de vivienda,P036,Carne y despojos comestibles de aves,0
importado,P118,Servicios de alquiler de vivienda,P037,Carne y despojos de otros animales y conservas y preparados de carne,0
importado,P118,Servicios de alquiler de vivienda,P038,"Pescado congelado, preparado o en conserva y sus productos",0
importado,P118,Servicios de alquiler de vivienda,P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",0
importado,P118,Servicios de alquiler de vivienda,P040,"Vegetales preparados o en conserva, legumbres y papas",0
importado,P118,Servicios de alquiler de vivienda,P041,Preparaciones y conservas de frutas y nueces,0
importado,P118,Servicios de alquiler de vivienda,P042,Jugos de frutas,0
importado,P118,Servicios de alquiler de vivienda,P043,Aceites de origen vegetal,0
importado,P118,Servicios de alquiler de vivienda,P044,"Margarina, grasas y otros aceites de origen animal y vegetal",0
importado,P118,Servicios de alquiler de vivienda,P045,Leche líquida y crema procesada,0
importado,P118,Servicios de alquiler de vivienda,P046,Otros productos lácteos n.c.p.,0
importado,P118,Servicios de alquiler de vivienda,P047,Harina de trigo,0
importado,P118,Servicios de alquiler de vivienda,P048,Arroz sin cáscara,0
importado,P118,Servicios de alquiler de vivienda,P049,"Otros productos de molinería, almidones y productos de almidón",0
importado,P118,Servicios de alquiler de vivienda,P050,Pan y otros productos de panadería y repostería n.c.p.,0
importado,P118,Servicios de alquiler de vivienda,P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",0
importado,P118,Servicios de alquiler de vivienda,P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",0
importado,P118,Servicios de alquiler de vivienda,P053,Productos alimenticios n.c.p.,0
importado,P118,Servicios de alquiler de vivienda,P054,Preparados para alimentación animal,0
importado,P118,Servicios de alquiler de vivienda,P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",0
importado,P118,Servicios de alquiler de vivienda,P056,Malta y cerveza de malta,0
importado,P118,Servicios de alquiler de vivienda,P057,Bebidas no alcohólicas,0
importado,P118,Servicios de alquiler de vivienda,P058,Aguas minerales y otras aguas embotelladas,0
importado,P118,Servicios de alquiler de vivienda,P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",0
importado,P118,Servicios de alquiler de vivienda,P060,"Prendas de vestir, adobo y teñido de pieles",0
importado,P118,Servicios de alquiler de vivienda,P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,0
importado,P118,Servicios de alquiler de vivienda,P062,"Calzado y sus partes, de cualquier material y de cualquier uso",0
importado,P118,Servicios de alquiler de vivienda,P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",0
importado,P118,Servicios de alquiler de vivienda,P064,Pasta de papel y papel,0
importado,P118,Servicios de alquiler de vivienda,P065,Envases de papel y cartón,0
importado,P118,Servicios de alquiler de vivienda,P066,Productos de la edición,0
importado,P118,Servicios de alquiler de vivienda,P067,Productos de la impresión,0
importado,P118,Servicios de alquiler de vivienda,P068,"Gasolinas, diésel oil y fuel oils",0
importado,P118,Servicios de alquiler de vivienda,P069,"Aceites, grasas lubricantes y otros aceites preparados",0
importado,P118,Servicios de alquiler de vivienda,P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",0
importado,P118,Servicios de alquiler de vivienda,P071,"Abonos, fertilizantes y pesticidas",0
importado,P118,Servicios de alquiler de vivienda,P072,"Pinturas, barnices, tintas y productos relacionados",0
importado,P118,Servicios de alquiler de vivienda,P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",0
importado,P118,Servicios de alquiler de vivienda,P074,Otros productos químicos,0
importado,P118,Servicios de alquiler de vivienda,P075,Productos farmacéuticos,0
importado,P118,Servicios de alquiler de vivienda,P076,Productos de caucho y plástico,0
importado,P118,Servicios de alquiler de vivienda,P077,Vidrio y productos de vidrio,0
importado,P118,Servicios de alquiler de vivienda,P078,Productos de cerámica y arcilla,0
importado,P118,Servicios de alquiler de vivienda,P079,"Cemento, cal y yeso",0
importado,P118,Servicios de alquiler de vivienda,P080,"Artículos de hormigón, cemento y yeso",0
importado,P118,Servicios de alquiler de vivienda,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,0
importado,P118,Servicios de alquiler de vivienda,P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",0
importado,P118,Servicios de alquiler de vivienda,P083,Productos metálicos estructurales y sus partes de hierro o de acero,0
importado,P118,Servicios de alquiler de vivienda,P084,Otros productos elaborados de metal,0
importado,P118,Servicios de alquiler de vivienda,P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",0
importado,P118,Servicios de alquiler de vivienda,P086,Electrodomésticos y sus partes,0
importado,P118,Servicios de alquiler de vivienda,P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",0
importado,P118,Servicios de alquiler de vivienda,P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",0
importado,P118,Servicios de alquiler de vivienda,P089,"Equipo y aparatos de radio, televisión y comunicaciones",0
importado,P118,Servicios de alquiler de vivienda,P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",0
importado,P118,Servicios de alquiler de vivienda,P091,Equipo de transporte,0
importado,P118,Servicios de alquiler de vivienda,P092,Muebles,0
importado,P118,Servicios de alquiler de vivienda,P093,Otros artículos n.c.p.,0
importado,P118,Servicios de alquiler de vivienda,P094,Residuos y desechos,0
importado,P118,Servicios de alquiler de vivienda,P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",0
importado,P118,Servicios de alquiler de vivienda,P096,Agua natural y distribución de agua natural,0
importado,P118,Servicios de alquiler de vivienda,P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",0
importado,P118,Servicios de alquiler de vivienda,P098,Edificaciones residenciales,0
importado,P118,Servicios de alquiler de vivienda,P099,Edificaciones no residenciales,0
importado,P118,Servicios de alquiler de vivienda,P100,Obras de ingeniería civil,0
importado,P118,Servicios de alquiler de vivienda,P101,Servicios generales y especializados de construcción,0
importado,P118,Servicios de alquiler de vivienda,P102,Servicios de comercio,0
importado,P118,Servicios de alquiler de vivienda,P103,Mantenimiento y reparación de vehículos automotores y motocicletas,0
importado,P118,Servicios de alquiler de vivienda,P104,Servicio de transporte de pasajeros por vía terrestre,0
importado,P118,Servicios de alquiler de vivienda,P105,Servicio de transporte de carga por vía terrestre,0
importado,P118,Servicios de alquiler de vivienda,P106,Otros tipos de transporte,0
importado,P118,Servicios de alquiler de vivienda,P107,Servicios de almacenamiento y depósito,0
importado,P118,Servicios de alquiler de vivienda,P108,Otros servicios de apoyo al transporte,0
importado,P118,Servicios de alquiler de vivienda,P109,Servicios postales y de mensajería,0
importado,P118,Servicios de alquiler de vivienda,P110,Servicio de alojamiento,0
importado,P118,Servicios de alquiler de vivienda,P111,Servicio de suministro de comidas y bebidas,0
importado,P118,Servicios de alquiler de vivienda,P112,"Servicios de información, telecomunicaciones y radiodifusión",0
importado,P118,Servicios de alquiler de vivienda,P113,Servicios de banco central,0
importado,P118,Servicios de alquiler de vivienda,P114,Otros servicios financieros y servicios de banca de inversión,0
importado,P118,Servicios de alquiler de vivienda,P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),0
importado,P118,Servicios de alquiler de vivienda,P116,"Servicios de seguro, reaseguro y fondos de pensiones",0
importado,P118,Servicios de alquiler de vivienda,P117,Servicios auxiliares de la intermediación financiera,0
importado,P118,Servicios de alquiler de vivienda,P118,Servicios de alquiler de vivienda,0
importado,P118,Servicios de alquiler de vivienda,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",0
importado,P118,Servicios de alquiler de vivienda,P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",0
importado,P118,Servicios de alquiler de vivienda,P121,Servicios de tecnología de la información,0
importado,P118,Servicios de alquiler de vivienda,P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",0
importado,P118,Servicios de alquiler de vivienda,P123,"Otros servicios profesionales, científicos y técnicos",0
importado,P118,Servicios de alquiler de vivienda,P124,Servicios de publicidad y estudios de mercado,0
importado,P118,Servicios de alquiler de vivienda,P125,Servicios de arrendamiento o alquiler sin operador,0
importado,P118,Servicios de alquiler de vivienda,P126,Servicios  de agencias de empleo y de dotación de recursos humanos,0
importado,P118,Servicios de alquiler de vivienda,P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",0
importado,P118,Servicios de alquiler de vivienda,P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",0
importado,P118,Servicios de alquiler de vivienda,P129,Servicios de limpieza,0
importado,P118,Servicios de alquiler de vivienda,P130,Servicios telefónicos de centros de llamadas,0
importado,P118,Servicios de alquiler de vivienda,P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",0
importado,P118,Servicios de alquiler de vivienda,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",0
importado,P118,Servicios de alquiler de vivienda,P133,Servicios de reparación de otros bienes,0
importado,P118,Servicios de alquiler de vivienda,P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",0
importado,P118,Servicios de alquiler de vivienda,P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",0
importado,P118,Servicios de alquiler de vivienda,P136,Servicios de manufactura,0
importado,P118,Servicios de alquiler de vivienda,P137,Servicios públicos del gobierno general,0
importado,P118,Servicios de alquiler de vivienda,P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",0
importado,P118,Servicios de alquiler de vivienda,P139,Otros servicios administrativos,0
importado,P118,Servicios de alquiler de vivienda,P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,0
importado,P118,Servicios de alquiler de vivienda,P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,0
importado,P118,Servicios de alquiler de vivienda,P142,Servicios de enseñanza,0
importado,P118,Servicios de alquiler de vivienda,P143,Servicios de hospitalización,0
importado,P118,Servicios de alquiler de vivienda,P144,Servicios médicos y dentales,0
importado,P118,Servicios de alquiler de vivienda,P145,Otros servicios de atención de la salud humana,0
importado,P118,Servicios de alquiler de vivienda,P146,"Servicios audiovisuales, recreativos, culturales y deportivos",0
importado,P118,Servicios de alquiler de vivienda,P147,Servicios de asociaciones que sirven a las empresas,0
importado,P118,Servicios de alquiler de vivienda,P148,Servicios de asociaciones que sirven a los hogares,0
importado,P118,Servicios de alquiler de vivienda,P149,Otros servicios,0
importado,P118,Servicios de alquiler de vivienda,P150,Servicios domésticos,0
importado,P118,Servicios de alquiler de vivienda,P151,Compras directas en el exterior por residentes,0
importado,P118,Servicios de alquiler de vivienda,P152,Compras directas en el territorio nacional por no residentes,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P001,Maíz,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P002,Frijoles,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P003,Leguminosas (legumbres secas) y semillas oleaginosas,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P004,Arroz,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P005,Otros cereales,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P006,Hortalizas,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P007,Sandías y melones,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P008,Ejotes y arvejas,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P009,Raíces y tubérculos,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P010,Caña de azúcar y otras plantas azucareras,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P011,Tabaco y otras plantas no perennes,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P012,"Bananos, plátanos y otros",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P013,Frutas tropicales y subtropicales,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P014,"Berries, otras frutas y semillas de frutas",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P015,Palma africana,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P016,Café en grano,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P017,Cardamomo,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P018,Caucho natural,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P019,Propagación de plantas,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P021,Ganado bovino,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P022,Ganado porcino y otro tipo de animales vivos n.c.p.,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P023,Aves de corral,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P024,Leche cruda,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P025,Huevos,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P026,Otros productos de animales vivos,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P027,Troncos de madera y leña,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P028,Productos forestales no madereros,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P029,"Peces vivos, frescos o refrigerados",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P030,Crustáceos sin congelar y otros productos de la pesca,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P031,Petróleo crudo y gas natural,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P032,Minerales metálicos,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P033,Minerales no metálicos,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P035,Carne y despojos comestibles de ganado porcino,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P036,Carne y despojos comestibles de aves,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P037,Carne y despojos de otros animales y conservas y preparados de carne,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P038,"Pescado congelado, preparado o en conserva y sus productos",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P040,"Vegetales preparados o en conserva, legumbres y papas",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P041,Preparaciones y conservas de frutas y nueces,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P042,Jugos de frutas,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P043,Aceites de origen vegetal,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P044,"Margarina, grasas y otros aceites de origen animal y vegetal",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P045,Leche líquida y crema procesada,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P046,Otros productos lácteos n.c.p.,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P047,Harina de trigo,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P048,Arroz sin cáscara,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P049,"Otros productos de molinería, almidones y productos de almidón",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P050,Pan y otros productos de panadería y repostería n.c.p.,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P053,Productos alimenticios n.c.p.,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P054,Preparados para alimentación animal,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P056,Malta y cerveza de malta,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P057,Bebidas no alcohólicas,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P058,Aguas minerales y otras aguas embotelladas,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P060,"Prendas de vestir, adobo y teñido de pieles",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P062,"Calzado y sus partes, de cualquier material y de cualquier uso",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P064,Pasta de papel y papel,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P065,Envases de papel y cartón,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P066,Productos de la edición,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P067,Productos de la impresión,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P068,"Gasolinas, diésel oil y fuel oils",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P069,"Aceites, grasas lubricantes y otros aceites preparados",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P071,"Abonos, fertilizantes y pesticidas",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P072,"Pinturas, barnices, tintas y productos relacionados",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P074,Otros productos químicos,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P075,Productos farmacéuticos,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P076,Productos de caucho y plástico,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P077,Vidrio y productos de vidrio,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P078,Productos de cerámica y arcilla,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P079,"Cemento, cal y yeso",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P080,"Artículos de hormigón, cemento y yeso",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P083,Productos metálicos estructurales y sus partes de hierro o de acero,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P084,Otros productos elaborados de metal,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P086,Electrodomésticos y sus partes,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P089,"Equipo y aparatos de radio, televisión y comunicaciones",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P091,Equipo de transporte,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P092,Muebles,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P093,Otros artículos n.c.p.,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P094,Residuos y desechos,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P096,Agua natural y distribución de agua natural,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P098,Edificaciones residenciales,0
importado,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",P099,Edificaciones no residenciales,0
